Animal_Id,Outcome_Type,Outcome_Subtype,Outcome_Date,Impound_Number,Outcome_Condition
A1140512,LOST EXP,OTHER,03/15/2022 12:00:00 AM,K22-547747,N/A
A1140513,TRANSFER,BEHAVIOR,02/16/2022 12:00:00 AM,K22-547748,APP WNL
A1140514,ADOPTION,WESTMORELD,02/18/2022 12:00:00 AM,K22-547749,APP WNL
A1140515,ADOPTION,WESTMORELD,02/13/2022 12:00:00 AM,K22-547750,APP WNL
A1140516,ADOPTION,WESTMORELD,02/13/2022 12:00:00 AM,K22-547751,APP WNL
A1140517,ADOPTION,WESTMORELD,02/13/2022 12:00:00 AM,K22-547752,APP WNL
A1140518,ADOPTION,WESTMORELD,02/13/2022 12:00:00 AM,K22-547754,APP WNL
A1140519,ADOPTION,EAC,02/14/2022 12:00:00 AM,K22-547753,APP WNL
A1140522,TRANSFER,GENERAL,02/16/2022 12:00:00 AM,K22-547755,APP WNL
A1140523,LOST EXP,OTHER,03/15/2022 12:00:00 AM,K22-547756,N/A
A1140526,RETURNED TO OWNER,WESTMORELD,02/15/2022 12:00:00 AM,K22-547758,APP WNL
A1140526,EUTHANIZED,BEHAVIOR,08/21/2022 12:00:00 AM,K22-562211,APP WNL
A1140527,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-562210,APP WNL
A1140527,RETURNED TO OWNER,WESTMORELD,02/14/2022 12:00:00 AM,K22-547759,APP WNL
A1140531,RETURNED TO OWNER,WESTMORELD,02/19/2022 12:00:00 AM,K22-547761,APP WNL
A1140532,LOST EXP,OTHER,03/15/2022 12:00:00 AM,K22-547762,N/A
A1140533,FOSTER,SAME DAY,02/13/2022 12:00:00 AM,K22-547763,APP WNL
A1140533,TREATMENT,COMPLETED,03/30/2022 12:00:00 AM,K22-550812,APP WNL
A1140533,ADOPTION,ADOPETS,02/18/2022 12:00:00 AM,K22-548054,APP WNL
A1140533,TREATMENT,COMPLETED,06/09/2022 12:00:00 AM,K22-556817,APP WNL
A1140533,TREATMENT,COMPLETED,05/03/2022 12:00:00 AM,K22-553647,APP WNL
A1140534,ADOPTION,WESTMORELD,03/07/2022 12:00:00 AM,K22-547764,APP WNL
A1140535,EUTHANIZED,MEDICAL,02/12/2022 12:00:00 AM,K22-547766,APP SICK
A1140536,FOSTER,SAME DAY,04/01/2022 12:00:00 AM,K22-547767,APP WNL
A1140536,TREATMENT,COMPLETED,05/03/2022 12:00:00 AM,K22-553648,APP WNL
A1140536,TREATMENT,COMPLETED,06/06/2022 12:00:00 AM,K22-556660,APP WNL
A1140536,ADOPTION,BY FOSTER,04/04/2022 12:00:00 AM,K22-551218,APP WNL
A1140536,TREATMENT,COMPLETED,07/11/2022 12:00:00 AM,K22-559569,APP WNL
A1140537,RETURNED TO OWNER,WESTMORELD,02/18/2022 12:00:00 AM,K22-547769,APP WNL
A1140538,LOST EXP,OTHER,03/15/2022 12:00:00 AM,K22-547768,N/A
A1140541,FOSTER,GENERAL,02/16/2022 12:00:00 AM,K22-547770,APP WNL
A1140541,FOSTER,GENERAL,04/02/2022 12:00:00 AM,K22-550708,APP WNL
A1140541,ADOPTION,BY FOSTER,04/09/2022 12:00:00 AM,K22-551154,APP WNL
A1140541,TREATMENT,COMPLETED,06/03/2022 12:00:00 AM,K22-556399,APP WNL
A1140541,TREATMENT,NTCOMPLETE,06/11/2022 12:00:00 AM,K22-557062,APP SICK
A1140541,TREATMENT,COMPLETED,04/30/2022 12:00:00 AM,K22-553441,APP WNL
A1140542,LOST EXP,OTHER,03/15/2022 12:00:00 AM,K22-547773,N/A
A1140543,LOST EXP,OTHER,03/15/2022 12:00:00 AM,K22-547774,N/A
A1140544,ADOPTION,WESTMORELD,02/15/2022 12:00:00 AM,K22-547775,APP WNL
A1140545,ADOPTION,EAC,03/04/2022 12:00:00 AM,K22-547780,APP WNL
A1140546,LOST EXP,OTHER,03/15/2022 12:00:00 AM,K22-547777,N/A
A1140547,LOST EXP,OTHER,03/15/2022 12:00:00 AM,K22-547778,N/A
A1140548,FOUND EXP,OTHER,03/15/2022 12:00:00 AM,K22-547779,N/A
A1140549,EUTHANIZED,BITE,02/22/2022 12:00:00 AM,K22-547784,APP WNL
A1140554,LOST EXP,OTHER,03/15/2022 12:00:00 AM,K22-547782,N/A
A1140555,FOUND EXP,OTHER,03/15/2022 12:00:00 AM,K22-547783,N/A
A1140558,RETURNED TO OWNER,WESTMORELD,02/16/2022 12:00:00 AM,K22-547785,APP WNL
A1140558,ADOPTION,WESTMORELD,05/15/2022 12:00:00 AM,K22-554122,APP WNL
A1140561,DISPOSAL,DISPOSAL,02/13/2022 12:00:00 AM,K22-547786,DECEASED
A1140562,FOUND EXP,OTHER,03/16/2022 12:00:00 AM,K22-547787,N/A
A1140563,FOUND EXP,OTHER,03/16/2022 12:00:00 AM,K22-547788,N/A
A1140564,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547789,N/A
A1140565,ADOPTION,WESTMORELD,02/15/2022 12:00:00 AM,K22-547791,APP WNL
A1140565,ADOPTION,WESTMORELD,10/09/2022 12:00:00 AM,K22-566282,APP WNL
A1140568,RETURNED TO OWNER,WESTMORELD,02/13/2022 12:00:00 AM,K22-547799,APP WNL
A1140569,TRANSFER,UNDERAGE,02/14/2022 12:00:00 AM,K22-547801,UNDERAGE
A1140571,ADOPTION,WESTMORELD,02/18/2022 12:00:00 AM,K22-547802,APP WNL
A1140572,ADOPTION,ADOPETS,03/01/2022 12:00:00 AM,K22-547803,APP WNL
A1140573,TRANSFER,UNDERAGE,02/14/2022 12:00:00 AM,K22-547804,UNDERAGE
A1140574,ADOPTION,WESTMORELD,02/14/2022 12:00:00 AM,K22-547805,APP WNL
A1140575,TRANSFER,UNDERAGE,02/14/2022 12:00:00 AM,K22-547806,UNDERAGE
A1140576,TRANSFER,GENERAL,02/14/2022 12:00:00 AM,K22-547807,APP WNL
A1140577,TRANSFER,UNDERAGE,02/14/2022 12:00:00 AM,K22-547808,UNDERAGE
A1140578,ADOPTION,WESTMORELD,02/15/2022 12:00:00 AM,K22-547809,APP WNL
A1140579,ADOPTION,WESTMORELD,02/15/2022 12:00:00 AM,K22-547810,APP WNL
A1140580,ADOPTION,WESTMORELD,02/26/2022 12:00:00 AM,K22-547811,APP WNL
A1140581,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547812,N/A
A1140582,TRANSFER,MEDICAL,02/16/2022 12:00:00 AM,K22-547813,APP INJ
A1140583,RETURNED TO OWNER,WESTMORELD,02/15/2022 12:00:00 AM,K22-547816,APP WNL
A1140584,TRANSFER,MEDICAL,02/17/2022 12:00:00 AM,K22-547817,APP INJ
A1140585,FOSTER,SAME DAY,02/18/2022 12:00:00 AM,K22-547818,APP WNL
A1140585,ADOPTION,BY FOSTER,04/02/2022 12:00:00 AM,K22-551075,APP WNL
A1140585,TREATMENT,COMPLETED,02/27/2022 12:00:00 AM,K22-548714,APP WNL
A1140585,TREATMENT,COMPLETED,03/06/2022 12:00:00 AM,K22-549200,APP WNL
A1140585,TREATMENT,COMPLETED,03/14/2022 12:00:00 AM,K22-549726,APP WNL
A1140586,EUTHANIZED,MEDICAL,03/11/2022 12:00:00 AM,K22-547819,APP SICK
A1140587,ADOPTION,WESTMORELD,04/25/2022 12:00:00 AM,K22-547820,APP WNL
A1140587,EUTHANIZED,BEHAVIOR,06/10/2022 12:00:00 AM,K22-556832,APP WNL
A1140588,TREATMENT,COMPLETED,03/15/2022 12:00:00 AM,K22-549788,APP WNL
A1140588,FOSTER,GENERAL,03/04/2022 12:00:00 AM,K22-547821,APP WNL
A1140589,FOSTER,APPOINT,02/18/2022 12:00:00 AM,K22-547822,APP WNL
A1140589,TREATMENT,COMPLETED,03/15/2022 12:00:00 AM,K22-549787,APP WNL
A1140589,ADOPTION,IN FOSTER,06/09/2022 12:00:00 AM,K22-556902,APP WNL
A1140591,ADOPTION,WESTMORELD,02/14/2022 12:00:00 AM,K22-547823,APP WNL
A1140593,WILDLIFE,TRANSFER,02/13/2022 12:00:00 AM,K22-547830,APP INJ
A1140594,RETURNED TO OWNER,WESTMORELD,02/15/2022 12:00:00 AM,K22-547829,APP WNL
A1140595,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547826,N/A
A1140596,RETURNED TO OWNER,FIELD,02/13/2022 12:00:00 AM,K22-547827,APP INJ
A1140597,RETURNED TO OWNER,WESTMORELD,03/01/2022 12:00:00 AM,K22-547831,APP WNL
A1140599,RETURNED TO OWNER,WESTMORELD,02/18/2022 12:00:00 AM,K22-547834,APP WNL
A1140600,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547837,N/A
A1140601,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547838,N/A
A1140602,EUTHANIZED,HUMANE,02/13/2022 12:00:00 AM,K22-547839,APP SICK
A1140603,ADOPTION,WESTMORELD,02/17/2022 12:00:00 AM,K22-547841,APP WNL
A1140605,EUTHANIZED,HUMANE,02/13/2022 12:00:00 AM,K22-547842,CRITICAL
A1140606,ADOPTION,EAC,03/13/2022 12:00:00 AM,K22-547843,APP WNL
A1140607,FOSTER,GENERAL,04/02/2022 12:00:00 AM,K22-547844,APP INJ
A1140607,TREATMENT,COMPLETED,04/26/2022 12:00:00 AM,K22-553006,APP WNL
A1140607,FOSTER,GENERAL,07/23/2022 12:00:00 AM,K22-560136,APP WNL
A1140607,ADOPTION,IN FOSTER,08/10/2022 12:00:00 AM,K22-562234,APP WNL
A1140609,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547845,N/A
A1140610,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547846,N/A
A1140612,RETURNED TO OWNER,WESTMORELD,02/16/2022 12:00:00 AM,K22-547848,APP WNL
A1140613,EUTHANIZED,HUMANE,02/14/2022 12:00:00 AM,K22-547849,FATAL
A1140614,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547850,N/A
A1140615,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547851,N/A
A1140616,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547852,N/A
A1140617,FOSTER,APPOINT,02/26/2022 12:00:00 AM,K22-547853,APP WNL
A1140617,ADOPTION,IN FOSTER,03/18/2022 12:00:00 AM,K22-549994,APP WNL
A1140618,EUTHANIZED,HUMANE,02/13/2022 12:00:00 AM,K22-547854,CRITICAL
A1140621,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547855,N/A
A1140622,ADOPTION,WESTMORELD,02/17/2022 12:00:00 AM,K22-547857,APP WNL
A1140623,EUTHANIZED,MEDICAL,03/09/2022 12:00:00 AM,K22-547858,APP SICK
A1140624,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547859,N/A
A1140625,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547860,N/A
A1140626,FOUND EXP,OTHER,03/16/2022 12:00:00 AM,K22-547861,N/A
A1140627,LOST EXP,OTHER,03/16/2022 12:00:00 AM,K22-547862,N/A
A1140628,RETURNED TO OWNER,WESTMORELD,03/02/2022 12:00:00 AM,K22-547863,APP WNL
A1140628,RETURNED TO OWNER,WESTMORELD,05/03/2022 12:00:00 AM,K22-552718,APP WNL
A1140629,LOST EXP,OTHER,03/17/2022 12:00:00 AM,K22-547864,N/A
A1140630,ADOPTION,WESTMORELD,02/18/2022 12:00:00 AM,K22-547865,APP WNL
A1140631,ADOPTION,WESTMORELD,02/15/2022 12:00:00 AM,K22-547866,APP WNL
A1140631,ADOPTION,WESTMORELD,06/25/2022 12:00:00 AM,K22-557533,APP WNL
A1140632,ADOPTION,WESTMORELD,03/26/2022 12:00:00 AM,K22-547867,APP WNL
A1140633,ADOPTION,WESTMORELD,03/14/2022 12:00:00 AM,K22-547873,APP WNL
A1140633,EUTHANIZED,BITE,08/03/2022 12:00:00 AM,K22-561555,APP WNL
A1140634,FOUND EXP,OTHER,03/17/2022 12:00:00 AM,K22-547874,N/A
A1140635,WILDLIFE,RELEASE,02/14/2022 12:00:00 AM,K22-547878,APP WNL
A1140636,ADOPTION,WESTMORELD,02/15/2022 12:00:00 AM,K22-547881,APP WNL
A1140637,FOSTER,TREATMENT,03/12/2022 12:00:00 AM,K22-547883,APP INJ
A1140637,TREATMENT,OTHER,06/07/2022 12:00:00 AM,K22-556750,N/A
A1140637,TREATMENT,COMPLETED,04/26/2022 12:00:00 AM,K22-553007,APP WNL
A1140637,TREATMENT,COMPLETED,03/18/2022 12:00:00 AM,K22-549974,APP INJ
A1140637,ADOPTION,ADOPETS,07/26/2022 12:00:00 AM,K22-560481,APP WNL
A1140638,FOUND EXP,OTHER,03/17/2022 12:00:00 AM,K22-547884,N/A
A1140639,RETURNED TO OWNER,FIELD,04/26/2022 12:00:00 AM,K22-553038,APP WNL
A1140640,EUTHANIZED,BEHAVIOR,02/22/2022 12:00:00 AM,K22-547886,N/A
A1140641,LOST EXP,OTHER,03/17/2022 12:00:00 AM,K22-547889,N/A
A1140642,TRANSFER,MEDICAL,02/19/2022 12:00:00 AM,K22-547890,APP INJ
A1140643,LOST EXP,OTHER,03/17/2022 12:00:00 AM,K22-547891,N/A
A1140644,ADOPTION,WESTMORELD,02/26/2022 12:00:00 AM,K22-547892,APP WNL
A1140645,TRANSFER,MEDICAL,02/15/2022 12:00:00 AM,K22-547893,APP INJ
A1140646,TRANSFER,MEDICAL,02/17/2022 12:00:00 AM,K22-547894,APP INJ
A1140648,ADOPTION,WESTMORELD,02/15/2022 12:00:00 AM,K22-547895,APP WNL
A1140649,ADOPTION,ADOPETS,02/28/2022 12:00:00 AM,K22-547896,APP WNL
A1140650,ADOPTION,ADOPETS,03/12/2022 12:00:00 AM,K22-547897,APP WNL
A1140650,ADOPTION,ADOPETS,04/23/2022 12:00:00 AM,K22-551731,APP WNL
A1140651,RETURNED TO OWNER,WESTMORELD,02/15/2022 12:00:00 AM,K22-547898,APP WNL
A1140651,ADOPTION,WESTMORELD,08/09/2022 12:00:00 AM,K22-560614,APP WNL
A1140652,ADOPTION,WESTMORELD,02/15/2022 12:00:00 AM,K22-547899,APP WNL
A1140653,ADOPTION,WESTMORELD,02/15/2022 12:00:00 AM,K22-547900,APP WNL
A1140654,LOST EXP,OTHER,03/17/2022 12:00:00 AM,K22-547901,N/A
A1140655,LOST EXP,OTHER,03/17/2022 12:00:00 AM,K22-547902,N/A
A1140657,ADOPTION,WESTMORELD,02/15/2022 12:00:00 AM,K22-547903,APP WNL
A1140659,ADOPTION,WESTMORELD,02/15/2022 12:00:00 AM,K22-547904,APP WNL
A1140660,EUTHANIZED,BEHAVIOR,03/03/2022 12:00:00 AM,K22-547905,APP WNL
A1140661,TRANSFER,GENERAL,02/20/2022 12:00:00 AM,K22-547908,APP WNL
A1140662,RETURNED TO OWNER,WESTMORELD,02/25/2022 12:00:00 AM,K22-547910,APP WNL
A1140663,RETURNED TO OWNER,WESTMORELD,02/25/2022 12:00:00 AM,K22-547911,APP WNL
A1140664,EUTHANIZED,BEHAVIOR,02/19/2022 12:00:00 AM,K22-547915,APP WNL
A1140665,ADOPTION,WESTMORELD,02/25/2022 12:00:00 AM,K22-547912,APP WNL
A1140666,ADOPTION,ADOPETS,02/25/2022 12:00:00 AM,K22-547913,APP WNL
A1140667,ADOPTION,WESTMORELD,02/26/2022 12:00:00 AM,K22-547914,APP WNL
A1140668,ADOPTION,ADOPETS,02/25/2022 12:00:00 AM,K22-547916,APP WNL
A1140669,ADOPTION,WESTMORELD,02/15/2022 12:00:00 AM,K22-547917,APP WNL
A1140669,ADOPTION,WESTMORELD,05/05/2022 12:00:00 AM,K22-553365,APP WNL
A1140670,RETURNED TO OWNER,FIELD,02/14/2022 12:00:00 AM,K22-547919,CRITICAL
A1140672,LOST EXP,OTHER,03/17/2022 12:00:00 AM,K22-547920,N/A
A1140673,LOST EXP,OTHER,03/17/2022 12:00:00 AM,K22-547921,N/A
A1140675,FOSTER,GENERAL,03/08/2022 12:00:00 AM,K22-547923,APP WNL
A1140675,ADOPTION,IN FOSTER,03/26/2022 12:00:00 AM,K22-550522,APP WNL
A1140676,LOST EXP,OTHER,03/17/2022 12:00:00 AM,K22-547922,N/A
A1140677,ADOPTION,WESTMORELD,02/27/2022 12:00:00 AM,K22-547924,APP WNL
A1140678,FOSTER,GENERAL,02/24/2022 12:00:00 AM,K22-547925,APP INJ
A1140678,TREATMENT,COMPLETED,03/01/2022 12:00:00 AM,K22-548818,APP WNL
A1140678,TREATMENT,COMPLETED,03/30/2022 12:00:00 AM,K22-550741,APP WNL
A1140678,TRANSFER,GENERAL,06/15/2022 12:00:00 AM,K22-557409,APP WNL
A1140680,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547927,N/A
A1140685,ADOPTION,ADOPETS,02/20/2022 12:00:00 AM,K22-547928,APP WNL
A1140685,EUTHANIZED,BEHAVIOR,03/09/2022 12:00:00 AM,K22-548433,APP WNL
A1140686,ADOPTION,WESTMORELD,02/21/2022 12:00:00 AM,K22-547929,APP WNL
A1140687,ADOPTION,ADOPETS,02/20/2022 12:00:00 AM,K22-547932,APP WNL
A1140688,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547934,N/A
A1140689,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547935,N/A
A1140691,FOSTER,GENERAL,04/15/2022 12:00:00 AM,K22-547938,APP WNL
A1140691,TREATMENT,COMPLETED,09/13/2022 12:00:00 AM,K22-565149,APP WNL
A1140692,EUTHANIZED,MEDICAL,03/09/2022 12:00:00 AM,K22-547939,APP SICK
A1140693,EUTHANIZED,SPACE,03/11/2022 12:00:00 AM,K22-547940,APP SICK
A1140694,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547941,N/A
A1140695,ADOPTION,WESTMORELD,03/19/2022 12:00:00 AM,K22-547942,APP WNL
A1140696,TRANSFER,TRANSPORT,04/15/2022 12:00:00 AM,K22-547943,APP WNL
A1140697,ADOPTION,WESTMORELD,02/19/2022 12:00:00 AM,K22-547944,APP WNL
A1140697,ADOPTION,WESTMORELD,04/03/2022 12:00:00 AM,K22-551018,APP WNL
A1140698,EUTHANIZED,MEDICAL,03/02/2022 12:00:00 AM,K22-547945,APP INJ
A1140699,ADOPTION,WESTMORELD,02/21/2022 12:00:00 AM,K22-547946,APP WNL
A1140700,ADOPTION,WESTMORELD,02/20/2022 12:00:00 AM,K22-547947,APP WNL
A1140701,EUTHANIZED,BEHAVIOR,04/11/2022 12:00:00 AM,K22-547949,APP WNL
A1140703,RETURNED TO OWNER,WESTMORELD,03/02/2022 12:00:00 AM,K22-547952,APP WNL
A1140704,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547954,N/A
A1140705,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547955,N/A
A1140706,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547957,N/A
A1140707,RETURNED TO OWNER,FIELD,02/15/2022 12:00:00 AM,K22-547963,APP WNL
A1140708,RETURNED TO OWNER,FIELD,02/15/2022 12:00:00 AM,K22-547961,APP WNL
A1140709,FOSTER,GENERAL,03/10/2022 12:00:00 AM,K22-547958,APP WNL
A1140709,EUTHANIZED,HUMANE,03/22/2022 12:00:00 AM,K22-550274,APP SICK
A1140711,TRANSFER,TRANSPORT,05/01/2022 12:00:00 AM,K22-547962,APP WNL
A1140712,ADOPTION,WESTMORELD,02/16/2022 12:00:00 AM,K22-547964,APP WNL
A1140713,TRANSFER,TRANSPORT,03/13/2022 12:00:00 AM,K22-547965,APP WNL
A1140714,ADOPTION,EAC,03/08/2022 12:00:00 AM,K22-547966,APP WNL
A1140716,RETURNED TO OWNER,WESTMORELD,02/16/2022 12:00:00 AM,K22-547967,APP SICK
A1140717,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547968,N/A
A1140718,TRANSFER,INV,02/16/2022 12:00:00 AM,K22-547969,APP INJ
A1140719,RETURNED TO OWNER,FIELD,02/15/2022 12:00:00 AM,K22-547979,APP WNL
A1140720,ADOPTION,WESTMORELD,02/20/2022 12:00:00 AM,K22-547972,APP WNL
A1140721,RETURNED TO OWNER,WESTMORELD,02/18/2022 12:00:00 AM,K22-547973,APP WNL
A1140724,ADOPTION,WESTMORELD,02/25/2022 12:00:00 AM,K22-547977,APP WNL
A1140725,ADOPTION,ADOPETS,02/25/2022 12:00:00 AM,K22-547976,APP WNL
A1140726,ADOPTION,WESTMORELD,03/04/2022 12:00:00 AM,K22-547975,APP WNL
A1140727,ADOPTION,WESTMORELD,02/18/2022 12:00:00 AM,K22-547978,APP WNL
A1140727,ADOPTION,ADOPETS,02/23/2022 12:00:00 AM,K22-548210,APP WNL
A1140727,ADOPTION,WESTMORELD,05/30/2022 12:00:00 AM,K22-555817,APP WNL
A1140728,ADOPTION,WESTMORELD,02/22/2022 12:00:00 AM,K22-547981,APP WNL
A1140731,ADOPTION,WESTMORELD,02/20/2022 12:00:00 AM,K22-547982,APP WNL
A1140733,ADOPTION,WESTMORELD,02/20/2022 12:00:00 AM,K22-547983,APP WNL
A1140735,ADOPTION,WESTMORELD,02/21/2022 12:00:00 AM,K22-547984,APP WNL
A1140735,ADOPTION,WESTMORELD,03/02/2022 12:00:00 AM,K22-548917,APP WNL
A1140736,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547985,N/A
A1140737,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547986,N/A
A1140738,EUTHANIZED,MEDICAL,02/15/2022 12:00:00 AM,K22-547987,APP SICK
A1140743,ADOPTION,WESTMORELD,04/14/2022 12:00:00 AM,K22-551738,APP WNL
A1140747,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547988,N/A
A1140750,WILDLIFE,TRANSFER,02/16/2022 12:00:00 AM,K22-547991,APP INJ
A1140751,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547990,N/A
A1140752,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547992,N/A
A1140753,ADOPTION,BY FOSTER,03/31/2022 12:00:00 AM,K22-547993,APP WNL
A1140753,TREATMENT,COMPLETED,02/28/2022 12:00:00 AM,K22-548535,APP SICK
A1140754,RETURNED TO OWNER,WESTMORELD,02/16/2022 12:00:00 AM,K22-547997,APP INJ
A1140755,EUTHANIZED,BEHAVIOR,03/01/2022 12:00:00 AM,K22-547996,APP WNL
A1140756,EUTHANIZED,BEHAVIOR,03/04/2022 12:00:00 AM,K22-547995,APP WNL
A1140757,LOST EXP,OTHER,03/18/2022 12:00:00 AM,K22-547998,N/A
A1140758,FOUND EXP,OTHER,03/18/2022 12:00:00 AM,K22-547999,N/A
A1140760,SNR,ASO,03/09/2022 12:00:00 AM,K22-548000,APP WNL
A1140762,ADOPTION,WESTMORELD,02/23/2022 12:00:00 AM,K22-548002,APP WNL
A1140762,ADOPTION,WESTMORELD,07/02/2022 12:00:00 AM,K22-556685,APP WNL
A1140766,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548003,N/A
A1140767,ADOPTION,ADOPETS,02/20/2022 12:00:00 AM,K22-548004,APP WNL
A1140767,ADOPTION,WESTMORELD,02/28/2022 12:00:00 AM,K22-548696,APP WNL
A1140768,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548005,N/A
A1140769,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548006,N/A
A1140771,ADOPTION,WESTMORELD,02/22/2022 12:00:00 AM,K22-548007,APP WNL
A1140771,ADOPTION,WESTMORELD,07/17/2022 12:00:00 AM,K22-558594,APP WNL
A1140772,ADOPTION,WESTMORELD,02/27/2022 12:00:00 AM,K22-548008,APP WNL
A1140773,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548009,N/A
A1140774,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548010,N/A
A1140775,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548011,N/A
A1140776,ADOPTION,ADOPETS,03/04/2022 12:00:00 AM,K22-548017,APP WNL
A1140777,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548018,N/A
A1140778,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548019,N/A
A1140779,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548020,N/A
A1140780,ADOPTION,WESTMORELD,02/20/2022 12:00:00 AM,K22-548021,APP WNL
A1140781,TRANSFER,MEDICAL,04/07/2022 12:00:00 AM,K22-548027,APP SICK
A1140782,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548023,N/A
A1140783,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548024,N/A
A1140784,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548025,N/A
A1140786,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548032,N/A
A1140787,ADOPTION,EAC,02/19/2022 12:00:00 AM,K22-548033,APP WNL
A1140788,ADOPTION,EAC,02/18/2022 12:00:00 AM,K22-548034,APP WNL
A1140790,EUTHANIZED,MEDICAL,03/10/2022 12:00:00 AM,K22-548036,APP SICK
A1140792,ADOPTION,ADOPETS,02/20/2022 12:00:00 AM,K22-548040,APP WNL
A1140793,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548042,N/A
A1140794,ADOPTION,WESTMORELD,02/22/2022 12:00:00 AM,K22-548043,APP WNL
A1140794,FOSTER,SHORT TERM,08/30/2022 12:00:00 AM,K22-563007,APP WNL
A1140794,ADOPTION,MEGA,09/03/2022 12:00:00 AM,K22-564209,APP WNL
A1140795,EUTHANIZED,HUMANE,02/16/2022 12:00:00 AM,K22-548045,CRITICAL
A1140796,RETURNED TO OWNER,WESTMORELD,02/22/2022 12:00:00 AM,K22-548044,APP WNL
A1140801,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548046,N/A
A1140802,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548047,N/A
A1140803,ADOPTION,WESTMORELD,02/23/2022 12:00:00 AM,K22-548048,APP WNL
A1140803,TREATMENT,COMPLETED,03/30/2022 12:00:00 AM,K22-550808,APP WNL
A1140803,TREATMENT,COMPLETED,06/07/2022 12:00:00 AM,K22-556754,APP WNL
A1140803,TREATMENT,COMPLETED,05/04/2022 12:00:00 AM,K22-553727,APP WNL
A1140805,ADOPTION,ADOPETS,02/18/2022 12:00:00 AM,K22-548051,APP WNL
A1140806,RETURNED TO OWNER,WESTMORELD,02/18/2022 12:00:00 AM,K22-548052,APP WNL
A1140806,RETURNED TO OWNER,WESTMORELD,05/10/2022 12:00:00 AM,K22-554071,APP WNL
A1140806,EUTHANIZED,DD/AGG,05/25/2022 12:00:00 AM,K22-555089,APP WNL
A1140807,EUTHANIZED,DD/AGG,05/25/2022 12:00:00 AM,K22-555339,APP WNL
A1140807,RETURNED TO OWNER,WESTMORELD,02/27/2022 12:00:00 AM,K22-548053,APP WNL
A1140809,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548056,N/A
A1140810,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548057,N/A
A1140811,LOST EXP,OTHER,03/19/2022 12:00:00 AM,K22-548058,N/A
A1140812,TRANSFER,BEHAVIOR,03/10/2022 12:00:00 AM,K22-548059,APP SICK
A1140813,ADOPTION,WESTMORELD,02/20/2022 12:00:00 AM,K22-548060,APP WNL
A1140814,RETURNED TO OWNER,WESTMORELD,03/02/2022 12:00:00 AM,K22-548117,APP WNL
A1140815,RETURNED TO OWNER,WESTMORELD,03/02/2022 12:00:00 AM,K22-548118,APP WNL
A1140816,EUTHANIZED,MEDICAL,02/17/2022 12:00:00 AM,K22-548062,APP SICK
A1140817,RETURNED TO OWNER,FIELD,02/16/2022 12:00:00 AM,K22-548063,APP WNL
